symbol,signal_datetime,entry_price,target_level,stop_level,predicted_class
NSE_STOCK,2025-05-27 07:57:00,2066.7,2068.222329277918,2065.9388353610407,1
NSE_STOCK,2025-05-27 07:58:00,730.3,730.9137020097744,729.9931489951127,1
NSE_STOCK,2025-05-27 08:06:00,1564.9,1566.3812649047768,1564.1593675476117,1
NSE_STOCK,2025-05-27 08:11:00,730.3,730.8650423868448,730.0174788065775,1
NSE_STOCK,2025-05-27 08:13:00,2066.0,2067.199204140959,2065.4003979295208,1
NSE_STOCK,2025-05-27 08:15:00,730.45,731.0099548524229,730.1700225737886,1
NSE_STOCK,2025-05-27 08:17:00,730.3,730.8726141329564,730.0136929335217,1
NSE_STOCK,2025-05-27 08:23:00,2065.2,2066.444584879042,2064.5777075604788,1
NSE_STOCK,2025-05-27 08:24:00,730.35,730.9123832982182,730.0688083508909,1
NSE_STOCK,2025-05-27 08:26:00,730.6,731.1568509050963,730.3215745474519,1
NSE_STOCK,2025-05-27 08:29:00,2063.2,2064.4205659811473,2062.5897170094263,1
NSE_STOCK,2025-05-27 08:31:00,730.15,730.7281090897876,729.8609454551062,1
NSE_STOCK,2025-05-27 08:32:00,729.95,730.5475298690885,729.6512350654558,1
NSE_STOCK,2025-05-27 08:33:00,730.0,730.6012777355821,729.6993611322089,1
NSE_STOCK,2025-05-27 08:38:00,730.1,730.6498322207219,729.8250838896391,1
NSE_STOCK,2025-05-27 08:42:00,730.0,730.4292432334454,729.7853783832774,1
NSE_STOCK,2025-05-27 08:49:00,5475.0,5477.997590654731,5473.501204672634,1
NSE_STOCK,2025-05-27 08:55:00,730.05,730.3889198725283,729.8805400637358,1
NSE_STOCK,2025-05-27 08:57:00,730.05,730.3835584615167,729.8832207692416,1
NSE_STOCK,2025-05-27 09:06:00,730.15,730.6288236777395,729.9105881611302,1
NSE_STOCK,2025-05-27 09:07:00,730.0,730.491050557901,729.7544747210495,1
NSE_STOCK,2025-05-27 09:08:00,730.05,730.5452612323365,729.8023693838317,1
NSE_STOCK,2025-05-27 09:20:00,1718.4,1719.8608649382547,1717.6695675308727,1
NSE_STOCK,2025-05-28 04:06:00,737.15,738.5347690554487,736.4576154722756,1
NSE_STOCK,2025-05-28 04:22:00,739.15,740.4103144782359,738.519842760882,1
NSE_STOCK,2025-05-28 04:30:00,739.0,740.1032932564775,738.4483533717613,1
NSE_STOCK,2025-05-28 04:36:00,738.05,739.1056410541107,737.5221794729446,1
NSE_STOCK,2025-05-28 04:43:00,736.0,737.0879105643786,735.4560447178106,1
NSE_STOCK,2025-05-28 04:45:00,735.15,736.269167782551,734.5904161087245,1
NSE_STOCK,2025-05-28 05:02:00,736.8,737.9367580898592,736.2316209550703,1
NSE_STOCK,2025-05-28 05:04:00,735.8,736.9531230468683,735.2234384765658,1
NSE_STOCK,2025-05-28 05:08:00,735.4,736.5242918924826,734.8378540537587,1
NSE_STOCK,2025-05-28 05:12:00,735.85,736.8840925848916,735.3329537075542,1
NSE_STOCK,2025-05-28 05:15:00,735.8,736.7876645076554,735.3061677461722,1
NSE_STOCK,2025-05-28 05:27:00,735.95,736.907227395113,735.4713863024436,1
NSE_STOCK,2025-05-28 05:36:00,1576.6,1577.3640099318543,1576.2179950340728,1
NSE_STOCK,2025-05-28 05:38:00,736.1,736.9414144369451,735.6792927815275,1
NSE_STOCK,2025-05-28 05:40:00,736.0,736.8216787747128,735.5891606126436,1
NSE_STOCK,2025-05-28 05:42:00,736.05,736.8375699639105,735.6562150180447,1
NSE_STOCK,2025-05-28 05:43:00,735.0,735.9098863950599,734.5450568024701,1
NSE_STOCK,2025-05-28 05:44:00,734.15,735.0770373668413,733.6864813165794,1
NSE_STOCK,2025-05-28 05:48:00,735.1,736.0381550456673,734.6309224771663,1
NSE_STOCK,2025-05-28 05:50:00,735.2,736.1015214424376,734.7492392787813,1
NSE_STOCK,2025-05-28 05:54:00,734.9,735.8054678758189,734.4472660620905,1
NSE_STOCK,2025-05-28 05:56:00,735.05,735.9424697500683,734.6037651249658,1
NSE_STOCK,2025-05-28 06:01:00,733.05,733.9379288036832,732.6060355981583,1
NSE_STOCK,2025-05-28 06:21:00,736.45,737.4345169034298,735.9577415482852,1
NSE_STOCK,2025-05-28 06:25:00,736.2,737.1490599562385,735.7254700218808,1
NSE_STOCK,2025-05-28 06:27:00,736.05,736.9683221051239,735.590838947438,1
NSE_STOCK,2025-05-28 06:30:00,735.25,736.1533176621565,734.7983411689218,1
NSE_STOCK,2025-05-28 06:35:00,735.55,736.4810817753299,735.084459112335,1
NSE_STOCK,2025-05-28 06:36:00,735.1,736.0288616485207,734.6355691757396,1
NSE_STOCK,2025-05-28 06:45:00,735.25,736.1769235778786,734.7865382110607,1
NSE_STOCK,2025-05-28 06:48:00,735.0,735.8842934040084,734.5578532979957,1
NSE_STOCK,2025-05-28 07:21:00,736.5,737.0751593832202,736.2124203083899,1
NSE_STOCK,2025-05-28 07:22:00,736.0,736.5697908558474,735.7151045720764,1
NSE_STOCK,2025-05-28 07:24:00,735.35,735.8984421155011,735.0757789422495,1
NSE_STOCK,2025-05-28 07:27:00,735.5,736.0623641865,735.21881790675,1
NSE_STOCK,2025-05-28 07:28:00,2098.5,2100.266160945472,2097.616919527264,1
NSE_STOCK,2025-05-28 07:32:00,735.75,736.3982269030354,735.4258865484823,1
NSE_STOCK,2025-05-28 07:40:00,2097.3,2098.876566916042,2096.5117165419792,1
NSE_STOCK,2025-05-28 07:54:00,2098.7,2100.2557091744734,2097.9221454127633,1
NSE_STOCK,2025-05-28 07:58:00,1808.0,1809.0761780418518,1807.461910979074,1
NSE_STOCK,2025-05-28 08:02:00,2098.6,2100.0965366280366,2097.8517316859816,1
NSE_STOCK,2025-05-28 08:20:00,2100.8,2102.3754506105242,2100.012274694738,1
NSE_STOCK,2025-05-28 08:21:00,739.0,739.5251971286926,738.7374014356536,1
NSE_STOCK,2025-05-28 08:23:00,738.15,738.6855016058626,737.8822491970687,1
NSE_STOCK,2025-05-28 08:25:00,737.6,738.1010192417897,737.3494903791052,1
NSE_STOCK,2025-05-28 08:26:00,2100.5,2102.3307759848594,2099.5846120075703,1
NSE_STOCK,2025-05-28 08:29:00,737.5,738.0673771492283,737.2163114253858,1
NSE_STOCK,2025-05-28 08:34:00,737.6,738.3303666512994,737.2348166743503,1
NSE_STOCK,2025-05-28 08:35:00,737.2,737.928197604778,736.8359011976111,1
NSE_STOCK,2025-05-28 08:40:00,736.85,737.4541970482367,736.5479014758816,1
NSE_STOCK,2025-05-28 08:45:00,737.15,737.8192099732086,736.8153950133957,1
NSE_STOCK,2025-05-28 08:49:00,2100.8,2102.2987741394254,2100.0506129302876,1
NSE_STOCK,2025-05-28 08:53:00,737.45,738.050495540906,737.1497522295471,1
NSE_STOCK,2025-05-28 08:54:00,1576.0,1576.730824064669,1575.6345879676655,1
NSE_STOCK,2025-05-28 08:54:00,736.75,737.3611744308413,736.4444127845794,1
NSE_STOCK,2025-05-28 08:57:00,737.0,737.5638302567633,736.7180848716184,1
NSE_STOCK,2025-05-28 09:00:00,736.55,737.1685805663661,736.2407097168168,1
NSE_STOCK,2025-05-28 09:07:00,1574.4,1575.1914098369493,1574.0042950815255,1
NSE_STOCK,2025-05-28 09:16:00,1573.0,1573.7822306927028,1572.6088846536486,1
NSE_STOCK,2025-05-28 09:23:00,5484.0,5485.704611972087,5483.147694013956,1
NSE_STOCK,2025-05-28 09:24:00,739.1,739.739963345966,738.780018327017,1
NSE_STOCK,2025-05-29 05:47:00,2062.7,2064.15089292679,2061.9745535366046,1
NSE_STOCK,2025-05-29 05:50:00,1760.3,1761.5398898821104,1759.6800550589448,1
NSE_STOCK,2025-05-29 05:54:00,2063.0,2064.3620402437423,2062.3189798781286,1
NSE_STOCK,2025-05-29 06:34:00,1582.3,1583.1301983627407,1581.8849008186296,1
NSE_STOCK,2025-05-29 06:36:00,5490.0,5493.364271891801,5488.3178640541,1
NSE_STOCK,2025-05-29 06:36:00,767.7,768.6989607639186,767.2005196180407,1
NSE_STOCK,2025-05-29 06:38:00,767.6,768.6927263729706,767.0536368135147,1
NSE_STOCK,2025-05-29 06:39:00,5489.5,5492.87292468888,5487.81353765556,1
NSE_STOCK,2025-05-29 06:40:00,767.25,768.3363303930206,766.7068348034898,1
NSE_STOCK,2025-05-29 06:43:00,5489.5,5492.863627187607,5487.818186406197,1
NSE_STOCK,2025-05-29 06:44:00,5486.0,5489.373368102778,5484.3133159486115,1
NSE_STOCK,2025-05-29 06:47:00,766.05,767.0954989773802,765.5272505113098,1
NSE_STOCK,2025-05-29 06:54:00,5488.0,5491.7599567968355,5486.120021601582,1
NSE_STOCK,2025-05-29 07:01:00,1581.9,1582.972609957259,1581.3636950213706,1
NSE_STOCK,2025-05-29 07:06:00,5485.0,5488.185054678975,5483.407472660513,1
NSE_STOCK,2025-05-29 07:20:00,5477.5,5480.927145847738,5475.786427076131,1
NSE_STOCK,2025-05-29 07:35:00,769.0,769.7793856821544,768.6103071589229,1
NSE_STOCK,2025-05-29 07:36:00,768.65,769.4272867048576,768.2613566475712,1
NSE_STOCK,2025-05-29 07:40:00,766.95,767.8285944808788,766.5107027595607,1
NSE_STOCK,2025-05-29 07:46:00,766.0,767.1055346966474,765.4472326516762,1
NSE_STOCK,2025-05-29 07:47:00,765.1,766.1908536468869,764.5545731765566,1
NSE_STOCK,2025-05-29 07:59:00,2063.0,2064.253653414279,2062.3731732928604,1
NSE_STOCK,2025-05-29 08:06:00,765.85,767.000503155065,765.2747484224675,1
NSE_STOCK,2025-05-29 08:07:00,765.3,766.4611815011317,764.7194092494341,1
NSE_STOCK,2025-05-29 08:08:00,2062.0,2063.339194326916,2061.330402836542,1
NSE_STOCK,2025-05-29 08:12:00,765.25,766.2343316086669,764.7578341956665,1
NSE_STOCK,2025-05-29 08:16:00,764.5,765.3834104299026,764.0582947850487,1
NSE_STOCK,2025-05-29 08:21:00,1765.3,1767.3155530348226,1764.2922234825887,1
NSE_STOCK,2025-05-29 08:23:00,2062.5,2063.6854579021747,2061.9072710489127,1
NSE_STOCK,2025-05-29 08:23:00,1765.0,1767.0899411371686,1763.9550294314158,1
NSE_STOCK,2025-05-29 08:24:00,764.65,765.4669312653945,764.2415343673027,1
NSE_STOCK,2025-05-29 08:25:00,764.15,764.9692933178662,763.7403533410668,1
NSE_STOCK,2025-05-29 08:31:00,2061.0,2061.966181904154,2060.516909047923,1
NSE_STOCK,2025-05-29 08:35:00,1762.0,1764.080141395326,1760.9599293023368,1
NSE_STOCK,2025-05-29 08:51:00,1763.0,1764.6082891123458,1762.1958554438272,1
NSE_STOCK,2025-05-29 09:03:00,1764.0,1765.9764205177937,1763.0117897411033,1
NSE_STOCK,2025-05-29 09:03:00,2061.4,2062.158001129288,2061.020999435356,1
NSE_STOCK,2025-05-29 09:18:00,5470.0,5472.551367036254,5468.724316481873,1
NSE_STOCK,2025-05-29 09:29:00,768.8,769.4657978565926,768.4671010717036,1
NSE_STOCK,2025-05-29 09:34:00,768.6,769.3786557192834,768.2106721403583,1
NSE_STOCK,2025-05-29 09:40:00,769.6,770.4106354075124,769.1946822962439,1
NSE_STOCK,2025-05-29 09:45:00,769.4,770.1701943430592,769.0149028284703,1
NSE_STOCK,2025-05-29 09:47:00,768.4,769.202616550903,767.9986917245484,1
NSE_STOCK,2025-05-29 09:50:00,768.6,769.3988332953113,768.2005833523444,1
NSE_STOCK,2025-05-29 09:55:00,768.85,769.6353659574805,768.4573170212598,1
NSE_STOCK,2025-05-29 09:57:00,767.85,768.6259022796644,767.4620488601679,1
NSE_STOCK,2025-05-30 04:04:00,764.7,766.1299524940624,763.9850237529689,1
NSE_STOCK,2025-05-30 04:05:00,764.25,765.613527315915,763.5682363420425,1
NSE_STOCK,2025-05-30 04:07:00,764.4,765.7759495734165,763.7120252132917,1
NSE_STOCK,2025-05-30 04:09:00,763.5,764.7820687648336,762.8589656175832,1
NSE_STOCK,2025-05-30 04:11:00,763.6,764.8909164349841,762.9545417825079,1
NSE_STOCK,2025-05-30 04:13:00,764.15,765.4097697832261,763.5201151083869,1
NSE_STOCK,2025-05-30 04:15:00,763.45,764.706893333496,762.821553333252,1
NSE_STOCK,2025-05-30 04:17:00,763.25,764.4166580273511,762.6666709863244,1
NSE_STOCK,2025-05-30 06:05:00,768.95,769.4756144110304,768.6871927944849,1
NSE_STOCK,2025-05-30 06:12:00,5503.0,5505.6961232981175,5501.651938350941,1
NSE_STOCK,2025-05-30 06:14:00,1562.1,1563.0697499316348,1561.6151250341825,1
NSE_STOCK,2025-05-30 06:24:00,769.0,769.4378391379075,768.7810804310462,1
NSE_STOCK,2025-05-30 06:25:00,768.05,768.5851363423426,767.7824318288286,1
NSE_STOCK,2025-05-30 06:43:00,768.65,769.2530575417054,768.3484712291472,1
NSE_STOCK,2025-05-30 06:59:00,769.0,769.5514112386747,768.7242943806626,1
NSE_STOCK,2025-05-30 07:04:00,5503.5,5505.293123934296,5502.603438032852,1
NSE_STOCK,2025-05-30 07:04:00,769.0,769.4947812537954,768.7526093731022,1
NSE_STOCK,2025-05-30 07:07:00,1833.0,1833.7837086401792,1832.6081456799104,1
NSE_STOCK,2025-05-30 07:11:00,769.15,769.6387835420504,768.9056082289748,1
NSE_STOCK,2025-05-30 07:12:00,769.15,769.6431561461897,768.9034219269051,1
NSE_STOCK,2025-05-30 07:13:00,769.15,769.6186449928904,768.9156775035548,1
NSE_STOCK,2025-05-30 07:14:00,768.3,768.7958846362553,768.0520576818723,1
NSE_STOCK,2025-05-30 07:15:00,5505.5,5507.510166587273,5504.494916706363,1
NSE_STOCK,2025-05-30 07:17:00,768.5,769.0625031143779,768.218748442811,1
NSE_STOCK,2025-05-30 07:27:00,769.0,769.4401999834131,768.7799000082935,1
NSE_STOCK,2025-05-30 07:32:00,769.25,769.6758951300824,769.0370524349588,1
NSE_STOCK,2025-05-30 07:34:00,769.25,769.6929912091016,769.0285043954492,1
NSE_STOCK,2025-05-30 07:35:00,768.6,769.0970632655943,768.3514683672029,1
NSE_STOCK,2025-05-30 07:43:00,769.05,769.4783374384407,768.8358312807796,1
NSE_STOCK,2025-05-30 07:44:00,769.0,769.451313335695,768.7743433321525,1
NSE_STOCK,2025-05-30 07:45:00,768.8,769.2369338117167,768.5815330941416,1
NSE_STOCK,2025-05-30 07:46:00,767.9,768.3700099680227,767.6649950159887,1
NSE_STOCK,2025-05-30 07:47:00,767.8,768.2935806845925,767.5532096577037,1
NSE_STOCK,2025-05-30 07:54:00,768.4,768.9834137249438,768.108293137528,1
NSE_STOCK,2025-05-30 07:56:00,767.65,768.2624842832424,767.3437578583788,1
NSE_STOCK,2025-05-30 08:05:00,768.15,768.7101980001482,767.8699009999258,1
NSE_STOCK,2025-05-30 08:10:00,768.25,768.7630536124625,767.9934731937688,1
NSE_STOCK,2025-05-30 08:15:00,768.0,768.5415678083017,767.7292160958491,1
NSE_STOCK,2025-05-30 08:16:00,2212.1,2214.4683892971166,2210.9158053514416,1
NSE_STOCK,2025-05-30 08:17:00,768.0,768.564413059199,767.7177934704006,1
NSE_STOCK,2025-05-30 08:23:00,768.0,768.5954880598033,767.7022559700983,1
NSE_STOCK,2025-05-30 08:24:00,767.85,768.4172389126745,767.5663805436628,1
NSE_STOCK,2025-05-30 08:25:00,767.9,768.4695789903406,767.6152105048296,1
NSE_STOCK,2025-05-30 08:27:00,768.0,768.5747900477936,767.7126049761032,1
NSE_STOCK,2025-05-30 08:28:00,767.65,768.2337336158084,767.3581331920958,1
NSE_STOCK,2025-05-30 08:30:00,767.55,768.1469437809776,767.2515281095111,1
NSE_STOCK,2025-05-30 08:37:00,768.1,768.7301683946368,767.7849158026817,1
NSE_STOCK,2025-05-30 08:40:00,5508.0,5510.4869437038415,5506.756528148079,1
NSE_STOCK,2025-05-30 08:45:00,768.05,768.5558488578183,767.7970755710908,1
NSE_STOCK,2025-05-30 08:49:00,768.0,768.4591732410494,767.7704133794754,1
NSE_STOCK,2025-05-30 08:50:00,768.0,768.4585180095459,767.7707409952271,1
NSE_STOCK,2025-05-30 08:51:00,767.35,767.8221952945783,767.1139023527109,1
NSE_STOCK,2025-05-30 08:52:00,767.3,767.7741813449655,767.0629093275172,1
NSE_STOCK,2025-05-30 08:53:00,767.45,767.9010255346109,767.2244872326946,1
NSE_STOCK,2025-05-30 08:54:00,767.4,767.8295237107101,767.1852381446449,1
NSE_STOCK,2025-05-30 08:56:00,767.5,767.9264770770918,767.286761461454,1
NSE_STOCK,2025-05-30 09:00:00,767.15,767.5908608860584,766.9295695569708,1
NSE_STOCK,2025-05-30 09:05:00,767.15,767.7100283939862,766.8699858030068,1
NSE_STOCK,2025-05-30 09:06:00,765.05,765.7235977944158,764.713201102792,1
NSE_STOCK,2025-05-30 09:11:00,766.05,766.8068629251986,765.6715685374006,1
NSE_STOCK,2025-05-30 09:12:00,765.25,766.0778012876845,764.8360993561578,1
NSE_STOCK,2025-05-30 09:12:00,5510.5,5512.659823348474,5509.420088325764,1
NSE_STOCK,2025-05-30 09:30:00,767.2,767.8369806765769,766.8815096617116,1
NSE_STOCK,2025-05-30 09:31:00,766.0,766.6843391996786,765.6578304001607,1
NSE_STOCK,2025-05-30 09:35:00,766.1,766.9015283184616,765.6992358407692,1
NSE_STOCK,2025-05-30 09:40:00,765.4,766.3857922925465,764.9071038537268,1
NSE_STOCK,2025-05-30 09:42:00,765.05,766.0142800889814,764.5678599555092,1
NSE_STOCK,2025-05-30 09:44:00,765.35,766.3123129338667,764.8688435330666,1
NSE_STOCK,2025-05-30 09:45:00,764.6,765.6221477243048,764.0889261378477,1
NSE_STOCK,2025-06-02 05:06:00,761.55,762.8911056184859,760.879447190757,1
NSE_STOCK,2025-06-02 05:10:00,761.25,762.5963431270713,760.5768284364643,1
NSE_STOCK,2025-06-02 05:17:00,761.6,762.8222737249762,760.9888631375119,1
NSE_STOCK,2025-06-02 05:24:00,761.7,762.9214893422035,761.0892553288983,1
NSE_STOCK,2025-06-02 05:26:00,761.5,762.7815392797571,760.8592303601215,1
NSE_STOCK,2025-06-02 05:34:00,762.1,763.6019526494009,761.3490236752996,1
NSE_STOCK,2025-06-02 05:51:00,762.05,763.119866013759,761.5150669931205,1
NSE_STOCK,2025-06-02 05:53:00,5663.0,5666.555561341332,5661.222219329334,1
NSE_STOCK,2025-06-02 05:55:00,762.05,763.0050315810852,761.5724842094573,1
NSE_STOCK,2025-06-02 06:00:00,762.0,762.8761835485882,761.5619082257059,1
NSE_STOCK,2025-06-02 06:03:00,761.35,762.2186863178747,760.9156568410626,1
NSE_STOCK,2025-06-02 06:06:00,1553.4,1554.4786558103565,1552.860672094822,1
NSE_STOCK,2025-06-02 06:13:00,759.2,760.159367482952,758.720316258524,1
NSE_STOCK,2025-06-02 06:18:00,759.15,760.1270069406492,758.6614965296754,1
NSE_STOCK,2025-06-02 06:37:00,759.35,760.5322077105396,758.7588961447302,1
NSE_STOCK,2025-06-02 06:39:00,759.2,760.2951178728632,758.6524410635684,1
NSE_STOCK,2025-06-02 06:40:00,758.7,759.7740380248016,758.1629809875993,1
NSE_STOCK,2025-06-02 06:42:00,759.3,760.341645031589,758.7791774842054,1
NSE_STOCK,2025-06-02 06:44:00,758.45,759.4996837262172,757.9251581368915,1
NSE_STOCK,2025-06-02 06:51:00,758.6,759.5941832076767,758.1029083961616,1
NSE_STOCK,2025-06-02 06:54:00,758.55,759.4743514968169,758.0878242515915,1
NSE_STOCK,2025-06-02 07:04:00,759.65,760.8270473792248,759.0614763103875,1
NSE_STOCK,2025-06-02 07:06:00,759.2,760.3271479953521,758.636426002324,1
NSE_STOCK,2025-06-02 07:13:00,759.6,760.7419189105777,759.0290405447112,1
NSE_STOCK,2025-06-02 07:17:00,759.9,761.0933373075023,759.3033313462488,1
NSE_STOCK,2025-06-02 07:20:00,759.95,761.0819650381133,759.3840174809434,1
NSE_STOCK,2025-06-02 07:25:00,2202.2,2204.034916483666,2201.2825417581666,1
NSE_STOCK,2025-06-02 07:25:00,1554.6,1555.635694342503,1554.0821528287483,1
NSE_STOCK,2025-06-02 07:27:00,759.5,760.5426197134805,758.9786901432598,1
NSE_STOCK,2025-06-02 07:28:00,759.05,760.1074325910889,758.5212837044554,1
NSE_STOCK,2025-06-02 07:33:00,2202.3,2204.2054899123714,2201.3472550438146,1
NSE_STOCK,2025-06-02 07:36:00,2202.2,2204.06609378188,2201.2669531090596,1
NSE_STOCK,2025-06-02 07:36:00,759.05,759.9083221244174,758.6208389377912,1
NSE_STOCK,2025-06-02 07:38:00,1552.8,1553.868583760466,1552.265708119767,1
NSE_STOCK,2025-06-02 07:38:00,759.0,759.8158491787069,758.5920754106465,1
NSE_STOCK,2025-06-02 07:48:00,759.8,760.7736654812326,759.3131672593837,1
NSE_STOCK,2025-06-02 07:52:00,759.7,760.6133800970815,759.2433099514593,1
NSE_STOCK,2025-06-02 07:55:00,759.85,760.8067405514898,759.3716297242551,1
NSE_STOCK,2025-06-02 07:57:00,759.65,760.61474057756,759.1676297112199,1
NSE_STOCK,2025-06-02 08:00:00,759.25,760.224611898287,758.7626940508565,1
NSE_STOCK,2025-06-02 08:02:00,759.4,760.3135684225025,758.9432157887487,1
NSE_STOCK,2025-06-02 08:04:00,758.9,759.7668013438926,758.4665993280537,1
NSE_STOCK,2025-06-02 08:06:00,759.1,759.9160174852951,758.6919912573525,1
NSE_STOCK,2025-06-02 08:18:00,761.25,762.169204775832,760.790397612084,1
NSE_STOCK,2025-06-02 08:19:00,1553.6,1554.3477089970927,1553.2261455014534,1
NSE_STOCK,2025-06-02 08:25:00,761.35,762.1906604020371,760.9296697989815,1
NSE_STOCK,2025-06-02 08:27:00,761.2,762.0631204486953,760.7684397756525,1
NSE_STOCK,2025-06-02 08:28:00,759.7,760.6264689880742,759.236765505963,1
NSE_STOCK,2025-06-02 08:30:00,761.25,762.2422105050231,760.7538947474884,1
NSE_STOCK,2025-06-02 08:32:00,2207.0,2208.1227487815067,2206.4386256092466,1
NSE_STOCK,2025-06-02 08:34:00,760.9,761.8750071385351,760.4124964307324,1
NSE_STOCK,2025-06-02 08:36:00,2206.4,2207.5740896488082,2205.812955175596,1
NSE_STOCK,2025-06-02 08:37:00,760.8,761.7704958758607,760.3147520620696,1
NSE_STOCK,2025-06-02 08:39:00,2206.0,2207.2001730898073,2205.3999134550963,1
NSE_STOCK,2025-06-02 08:43:00,760.95,761.8535084071672,760.4982457964165,1
NSE_STOCK,2025-06-02 08:45:00,760.0,760.9264944939349,759.5367527530326,1
NSE_STOCK,2025-06-02 08:46:00,759.4,760.3138877443681,758.9430561278159,1
NSE_STOCK,2025-06-02 08:51:00,759.0,759.8054079443641,758.597296027818,1
NSE_STOCK,2025-06-02 08:54:00,759.05,759.8871287367958,758.631435631602,1
NSE_STOCK,2025-06-02 08:55:00,758.35,759.1809052555961,757.9345473722019,1
NSE_STOCK,2025-06-02 08:58:00,758.3,759.0782247983035,757.9108876008482,1
NSE_STOCK,2025-06-02 09:01:00,758.1,758.8905830473298,757.7047084763351,1
NSE_STOCK,2025-06-02 09:03:00,1550.6,1551.537666186851,1550.1311669065744,1
NSE_STOCK,2025-06-02 09:04:00,757.7,758.4826570535654,757.3086714732174,1
NSE_STOCK,2025-06-02 09:08:00,1550.5,1551.4931386318099,1550.003430684095,1
NSE_STOCK,2025-06-02 09:11:00,757.55,758.3833119524309,757.1333440237845,1
NSE_STOCK,2025-06-02 09:13:00,758.1,758.9527026528614,757.6736486735693,1
NSE_STOCK,2025-06-02 09:14:00,1550.3,1551.162533081224,1549.8687334593878,1
NSE_STOCK,2025-06-02 09:17:00,758.15,759.1296254286852,757.6601872856573,1
NSE_STOCK,2025-06-02 09:20:00,758.05,759.0441826045268,757.5529086977366,1
NSE_STOCK,2025-06-02 09:34:00,759.6,760.7782790433862,759.0108604783069,1
NSE_STOCK,2025-06-02 09:42:00,759.55,760.5599694400705,759.0450152799647,1
NSE_STOCK,2025-06-03 04:40:00,762.65,763.7763013603918,762.0868493198041,1
NSE_STOCK,2025-06-03 04:42:00,762.6,763.6435965811543,762.078201709423,1
NSE_STOCK,2025-06-03 04:48:00,762.55,763.5421550106519,762.053922494674,1
NSE_STOCK,2025-06-03 04:54:00,762.5,763.4939861147898,762.0030069426051,1
NSE_STOCK,2025-06-03 04:55:00,761.85,762.8694156780191,761.3402921609904,1
NSE_STOCK,2025-06-03 05:12:00,762.2,763.0011550755279,761.7994224622361,1
NSE_STOCK,2025-06-03 05:20:00,762.75,763.5284428721181,762.3607785639409,1
NSE_STOCK,2025-06-03 05:27:00,762.6,763.2238732842486,762.2880633578757,1
NSE_STOCK,2025-06-03 05:29:00,762.25,762.8841050257041,761.9329474871479,1
NSE_STOCK,2025-06-03 05:38:00,762.6,763.3617081421104,762.2191459289448,1
NSE_STOCK,2025-06-03 05:40:00,762.2,763.0289728368197,761.7855135815902,1
NSE_STOCK,2025-06-03 05:45:00,762.1,762.9126866065875,761.6936566967063,1
NSE_STOCK,2025-06-03 05:46:00,762.2,763.0260661346883,761.7869669326559,1
NSE_STOCK,2025-06-03 05:47:00,761.0,761.8527756964963,760.5736121517518,1
NSE_STOCK,2025-06-03 05:52:00,2212.2,2213.819121419699,2211.3904392901504,1
