timestamp,open,high,low,close,volume,datetime
1742355900,147.5,148.69,147.05,148.04,852743,2025-03-19 03:45:00
1742355960,148.04,148.5,147.23,147.5,329625,2025-03-19 03:46:00
1742356020,147.58,148.33,147.49,148.25,166898,2025-03-19 03:47:00
1742356080,148.26,148.78,148.24,148.72,270651,2025-03-19 03:48:00
1742356140,148.68,148.75,148.5,148.57,181475,2025-03-19 03:49:00
1742356200,148.67,148.67,147.8,148.26,243240,2025-03-19 03:50:00
1742356260,148.33,148.43,148.04,148.36,207152,2025-03-19 03:51:00
1742356320,148.43,148.51,148.11,148.32,120746,2025-03-19 03:52:00
1742356380,148.22,148.49,148.11,148.39,81211,2025-03-19 03:53:00
1742356440,148.33,148.4,148.0,148.08,114858,2025-03-19 03:54:00
1742356500,147.99,147.99,147.55,147.6,112147,2025-03-19 03:55:00
1742356560,147.51,147.51,147.28,147.4,143899,2025-03-19 03:56:00
1742356620,147.7,147.88,147.6,147.87,113911,2025-03-19 03:57:00
1742356680,147.8,148.25,147.66,148.25,128800,2025-03-19 03:58:00
1742356740,148.43,148.45,148.31,148.4,108087,2025-03-19 03:59:00
1742356800,148.4,148.43,148.17,148.4,66923,2025-03-19 04:00:00
1742356860,148.41,148.65,148.13,148.13,197451,2025-03-19 04:01:00
1742356920,148.13,148.49,148.0,148.43,48539,2025-03-19 04:02:00
1742356980,148.43,148.5,148.3,148.35,45569,2025-03-19 04:03:00
1742357040,148.3,148.34,148.13,148.25,40268,2025-03-19 04:04:00
1742357100,148.34,148.56,148.24,148.24,81877,2025-03-19 04:05:00
1742357160,148.27,148.5,148.2,148.42,65513,2025-03-19 04:06:00
1742357220,148.48,148.49,148.28,148.29,42685,2025-03-19 04:07:00
1742357280,148.3,148.45,148.21,148.23,27390,2025-03-19 04:08:00
1742357340,148.23,148.23,147.84,147.96,73161,2025-03-19 04:09:00
1742357400,147.96,148.11,147.88,148.11,40632,2025-03-19 04:10:00
1742357460,148.13,148.2,147.72,147.81,45908,2025-03-19 04:11:00
1742357520,147.95,148.19,147.93,148.11,22624,2025-03-19 04:12:00
1742357580,148.12,148.35,148.11,148.35,38235,2025-03-19 04:13:00
1742357640,148.35,148.48,148.3,148.47,56124,2025-03-19 04:14:00
1742357700,148.47,148.48,148.12,148.35,26440,2025-03-19 04:15:00
1742357760,148.24,148.33,148.19,148.25,13691,2025-03-19 04:16:00
1742357820,148.25,148.45,148.25,148.39,15946,2025-03-19 04:17:00
1742357880,148.38,148.39,148.27,148.39,27369,2025-03-19 04:18:00
1742357940,148.4,148.45,148.35,148.38,35284,2025-03-19 04:19:00
1742358000,148.4,148.42,148.2,148.38,22751,2025-03-19 04:20:00
1742358060,148.39,148.47,148.29,148.46,60131,2025-03-19 04:21:00
1742358120,148.46,148.65,148.43,148.65,68935,2025-03-19 04:22:00
1742358180,148.61,148.65,148.51,148.52,22823,2025-03-19 04:23:00
1742358240,148.52,148.62,148.49,148.5,65923,2025-03-19 04:24:00
1742358300,148.57,148.6,148.4,148.42,30038,2025-03-19 04:25:00
1742358360,148.36,148.52,148.29,148.49,47218,2025-03-19 04:26:00
1742358420,148.51,148.9,148.44,148.71,126443,2025-03-19 04:27:00
