timestamp,open,high,low,close,volume,datetime
1742355900,8043.7,8043.7,7920.5,7977.45,521,2025-03-19 03:45:00
1742355960,7977.45,7980.85,7962.0,7977.5,116,2025-03-19 03:46:00
1742356020,7977.5,7977.5,7950.0,7958.35,125,2025-03-19 03:47:00
1742356080,7969.85,7988.0,7968.05,7978.85,358,2025-03-19 03:48:00
1742356140,7977.05,7983.0,7968.05,7973.85,193,2025-03-19 03:49:00
1742356200,7973.85,7974.1,7964.55,7964.55,104,2025-03-19 03:50:00
1742356260,7962.4,7962.4,7928.5,7942.9,213,2025-03-19 03:51:00
1742356320,7942.1,7995.65,7942.1,7995.65,227,2025-03-19 03:52:00
1742356380,7978.65,7994.0,7978.65,7991.0,188,2025-03-19 03:53:00
1742356440,7991.0,7991.0,7952.05,7952.05,362,2025-03-19 03:54:00
1742356500,7952.05,7952.05,7918.0,7930.15,210,2025-03-19 03:55:00
1742356560,7930.15,7959.25,7929.8,7959.25,38,2025-03-19 03:56:00
1742356620,7959.25,7959.25,7922.15,7937.1,96,2025-03-19 03:57:00
1742356680,7937.1,7949.7,7928.0,7935.2,42,2025-03-19 03:58:00
1742356740,7951.8,7961.05,7939.45,7955.1,103,2025-03-19 03:59:00
1742356800,7955.1,7969.5,7942.45,7959.7,108,2025-03-19 04:00:00
1742356860,7959.7,7975.9,7959.7,7959.85,119,2025-03-19 04:01:00
1742356920,7959.85,7962.65,7951.3,7962.3,19,2025-03-19 04:02:00
1742356980,7962.3,7962.3,7950.7,7962.05,13,2025-03-19 04:03:00
1742357040,7950.35,7958.6,7948.2,7957.8,48,2025-03-19 04:04:00
1742357100,7961.2,7968.0,7957.6,7957.6,38,2025-03-19 04:05:00
1742357160,7957.6,7978.0,7957.6,7978.0,11,2025-03-19 04:06:00
1742357220,7978.0,7980.9,7976.05,7976.05,16,2025-03-19 04:07:00
1742357280,7977.25,7977.25,7976.65,7976.65,15,2025-03-19 04:08:00
1742357340,7976.4,7976.4,7964.35,7965.0,26,2025-03-19 04:09:00
